sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
15681;SDS011;7941;50.966;6.978;2021-02-27T00:00:23;15.77;;;5.27;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:02:50;17.83;;;5.30;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:05:39;14.93;;;5.07;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:08:02;12.00;;;4.23;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:10:31;13.23;;;4.53;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:12:57;21.57;;;5.77;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:15:23;13.33;;;5.63;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:17:50;13.30;;;5.33;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:20:17;16.17;;;5.20;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:22:44;10.93;;;5.80;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:25:10;10.40;;;4.37;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:27:37;18.40;;;5.50;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:30:12;11.13;;;5.10;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:32:38;16.50;;;5.53;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:35:05;12.70;;;4.63;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:37:32;16.80;;;4.97;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:39:58;11.70;;;4.73;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:42:24;12.17;;;5.93;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:44:50;11.43;;;4.77;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:47:16;15.80;;;4.50;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:49:42;13.73;;;5.00;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:52:08;15.37;;;5.37;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:54:34;11.03;;;4.80;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:57:00;13.17;;;5.33;;
15681;SDS011;7941;50.966;6.978;2021-02-27T00:59:26;14.90;;;5.50;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:01:53;10.03;;;5.33;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:04:19;21.13;;;6.23;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:06:45;17.87;;;6.07;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:09:11;12.50;;;6.10;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:11:37;11.60;;;5.33;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:14:04;13.13;;;5.67;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:16:30;15.07;;;5.47;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:18:56;13.53;;;5.53;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:21:22;7.77;;;5.03;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:23:48;19.47;;;5.30;;
15681;SDS011;7941;50.966;6.978;2021-02-27T01:26:15;20.77;;;6.20;;
