sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
15216;SDS011;7711;46.634;14.318;2021-02-14T02:08:20;9.43;;;5.73;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:10:52;10.83;;;5.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:13:24;11.20;;;5.53;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:15:52;9.63;;;5.23;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:18:20;10.20;;;5.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:20:51;8.67;;;5.67;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:23:20;7.90;;;3.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:25:48;7.07;;;3.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:28:16;5.33;;;2.93;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:30:45;5.43;;;2.87;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:33:11;6.10;;;3.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:35:38;5.87;;;2.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:38:05;4.60;;;2.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:40:33;3.60;;;2.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:43:05;4.70;;;2.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:45:32;2.97;;;2.37;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:48:02;7.87;;;2.67;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:50:31;3.80;;;2.43;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:53:00;3.60;;;2.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:55:27;5.00;;;2.87;;
15216;SDS011;7711;46.634;14.318;2021-02-14T02:57:57;4.23;;;2.67;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:00:25;5.43;;;2.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:02:52;4.20;;;2.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:05:24;3.97;;;2.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:07:51;6.90;;;2.73;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:10:19;4.00;;;2.57;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:12:51;5.10;;;2.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:15:21;4.17;;;2.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:17:48;5.33;;;2.77;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:20:15;3.23;;;2.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:22:44;4.03;;;2.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:25:12;8.53;;;3.23;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:27:39;7.53;;;3.53;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:30:08;7.43;;;3.53;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:32:36;7.53;;;3.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:35:04;6.30;;;3.53;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:37:32;5.70;;;3.57;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:39:58;5.10;;;3.73;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:42:25;5.70;;;3.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:44:54;7.27;;;3.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:47:23;6.63;;;3.67;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:49:53;5.27;;;3.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:52:20;5.90;;;3.57;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:54:47;6.93;;;3.23;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:57:16;8.30;;;3.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T03:59:43;4.80;;;3.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:02:10;4.53;;;2.87;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:04:38;5.40;;;2.83;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:07:06;5.03;;;3.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:09:32;6.47;;;3.03;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:11:59;5.73;;;3.37;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:14:25;4.93;;;3.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:16:52;4.83;;;3.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:19:18;4.13;;;2.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:21:45;6.10;;;3.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:24:13;6.57;;;3.37;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:26:39;6.53;;;3.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:29:13;5.07;;;3.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:31:40;6.87;;;3.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:34:07;5.17;;;3.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:36:33;3.93;;;2.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:39:00;3.90;;;3.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:41:28;3.93;;;2.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:43:54;5.40;;;3.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:46:20;8.07;;;4.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:48:47;5.03;;;3.13;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:51:15;8.70;;;3.67;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:53:42;5.50;;;3.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:56:12;5.43;;;3.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T04:58:40;6.13;;;3.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:01:07;5.80;;;3.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:03:33;5.73;;;3.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:06:01;8.53;;;3.97;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:08:29;6.35;;;3.78;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:10:58;7.18;;;4.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:13:25;7.60;;;4.88;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:15:53;5.82;;;3.97;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:18:19;10.37;;;4.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:20:46;10.80;;;4.17;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:23:13;7.37;;;4.27;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:28:09;6.03;;;3.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:30:36;7.23;;;3.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:33:07;6.20;;;3.77;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:35:36;4.97;;;3.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:38:06;6.17;;;3.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:40:33;4.00;;;3.03;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:43:00;7.37;;;3.47;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:45:28;7.03;;;3.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:47:58;5.60;;;3.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:50:29;8.03;;;3.87;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:52:56;7.90;;;4.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:55:22;9.37;;;4.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T05:57:49;9.03;;;5.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:00:16;14.93;;;5.47;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:02:43;9.20;;;4.33;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:05:10;7.33;;;3.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:07:38;6.53;;;3.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:10:04;3.83;;;3.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:12:58;7.40;;;3.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:15:24;6.77;;;3.17;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:17:53;5.17;;;3.03;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:20:45;3.37;;;2.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:23:21;6.83;;;3.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:25:49;5.83;;;3.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:28:25;7.37;;;3.17;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:30:52;4.73;;;2.93;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:33:43;7.47;;;3.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:36:20;7.03;;;3.93;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:38:58;5.07;;;3.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:41:28;6.87;;;3.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:44:25;5.27;;;3.23;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:46:52;12.50;;;5.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:49:28;7.10;;;4.23;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:52:08;7.90;;;4.23;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:54:37;14.43;;;5.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:57:05;6.50;;;4.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T06:59:35;8.80;;;5.13;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:02:12;9.77;;;6.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:04:40;12.23;;;7.43;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:07:11;13.27;;;7.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:09:44;11.43;;;7.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:12:11;11.03;;;7.13;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:14:42;8.93;;;4.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:17:09;6.67;;;3.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:19:36;6.27;;;3.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:22:03;6.97;;;4.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:24:32;6.47;;;3.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:27:05;4.60;;;2.93;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:29:40;7.37;;;3.43;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:35:17;5.10;;;3.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:37:49;6.10;;;2.83;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:40:18;4.97;;;2.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:42:48;4.40;;;2.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:45:25;6.00;;;2.97;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:47:59;6.37;;;3.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:53:35;5.63;;;3.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:56:06;5.67;;;3.17;;
15216;SDS011;7711;46.634;14.318;2021-02-14T07:58:35;4.33;;;3.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:01:03;5.30;;;3.13;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:03:37;5.53;;;3.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:06:08;5.97;;;3.23;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:08:49;4.30;;;3.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:11:15;7.03;;;3.13;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:13:43;4.47;;;2.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:16:13;4.13;;;2.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:21:33;5.63;;;2.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:24:00;2.47;;;2.17;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:26:28;5.27;;;3.17;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:29:04;4.73;;;2.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:34:19;5.13;;;2.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:36:46;6.47;;;2.77;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:39:20;5.17;;;3.53;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:41:52;6.27;;;2.83;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:44:21;3.60;;;2.43;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:46:47;6.97;;;2.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:49:14;4.23;;;2.67;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:51:40;3.33;;;2.27;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:54:07;3.83;;;2.57;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:56:33;4.13;;;2.07;;
15216;SDS011;7711;46.634;14.318;2021-02-14T08:59:10;2.37;;;1.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:01:38;2.80;;;2.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:04:05;4.03;;;2.13;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:06:31;2.70;;;1.77;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:08:58;3.00;;;2.23;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:11:26;6.07;;;2.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:13:54;4.77;;;2.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:16:23;3.37;;;2.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:18:51;3.50;;;2.27;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:21:22;6.50;;;2.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:23:52;5.00;;;2.83;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:26:20;3.27;;;2.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:28:50;1.90;;;1.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:31:19;2.50;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:33:57;2.70;;;1.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:36:26;3.47;;;2.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:38:57;2.13;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:41:34;2.33;;;1.67;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:44:05;3.67;;;1.93;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:46:34;1.93;;;1.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:49:08;5.50;;;2.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:51:46;10.60;;;3.83;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:54:20;4.57;;;3.17;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:56:55;2.97;;;2.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T09:59:30;1.87;;;1.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:02:08;1.53;;;1.43;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:04:37;1.93;;;1.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:07:04;2.77;;;1.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:09:31;2.23;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:11:58;2.30;;;1.83;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:14:24;3.17;;;1.73;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:16:51;1.60;;;1.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:19:19;2.67;;;1.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:21:46;3.03;;;2.07;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:24:13;3.47;;;1.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:26:39;2.03;;;1.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:29:11;2.40;;;1.77;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:31:39;2.70;;;1.97;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:34:06;3.07;;;2.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:36:32;2.83;;;2.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:38:59;3.03;;;2.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:41:27;3.43;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:43:54;2.77;;;2.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:46:23;3.50;;;2.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:48:50;3.07;;;2.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:51:17;3.70;;;2.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:53:46;3.33;;;1.83;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:56:13;2.80;;;1.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T10:58:43;2.80;;;1.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:01:12;3.13;;;2.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:03:39;1.80;;;1.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:06:25;1.63;;;1.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:08:51;2.40;;;1.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:11:20;4.47;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:13:47;2.80;;;1.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:16:14;2.50;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:18:40;1.83;;;1.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:21:07;2.07;;;1.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:23:33;3.13;;;1.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:26:00;2.07;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:28:31;2.00;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:30:58;4.60;;;2.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:33:25;6.80;;;4.23;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:35:53;3.97;;;2.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:38:20;5.23;;;2.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:40:47;2.93;;;2.03;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:43:14;3.27;;;2.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:45:42;3.03;;;1.90;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:48:08;2.30;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:50:35;3.33;;;2.10;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:53:02;2.10;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:55:29;3.03;;;2.20;;
15216;SDS011;7711;46.634;14.318;2021-02-14T11:57:56;2.60;;;1.87;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:00:23;2.70;;;2.07;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:02:51;2.50;;;2.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:05:17;2.27;;;1.97;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:07:44;2.00;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:10:10;2.27;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:12:37;2.50;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:15:04;2.20;;;1.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:17:32;2.30;;;1.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:19:59;2.37;;;1.67;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:22:26;3.03;;;1.57;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:24:52;2.00;;;1.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:27:19;1.87;;;1.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:29:45;1.97;;;1.57;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:32:12;1.90;;;1.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:34:38;2.93;;;1.87;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:37:05;1.67;;;1.53;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:39:32;1.40;;;1.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:41:59;2.63;;;1.83;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:44:25;2.13;;;1.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:46:51;3.30;;;2.07;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:49:18;2.00;;;1.67;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:51:44;1.50;;;1.40;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:54:17;3.33;;;1.47;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:56:44;2.17;;;2.00;;
15216;SDS011;7711;46.634;14.318;2021-02-14T12:59:10;2.33;;;1.93;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:01:36;2.60;;;1.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:04:03;1.40;;;1.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:06:29;1.90;;;1.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:08:56;1.70;;;1.47;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:11:23;1.50;;;1.30;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:13:50;2.03;;;1.70;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:16:16;1.77;;;1.63;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:18:42;2.30;;;1.60;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:21:09;1.57;;;1.47;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:23:36;2.07;;;1.80;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:26:05;1.60;;;1.50;;
15216;SDS011;7711;46.634;14.318;2021-02-14T13:28:32;2.67;;;1.80;;
