Datum,Zeit,PM10,PM25,PM100
25Oct2021,13:38:05,4.0,5.0,5.0
25Oct2021,13:38:06,4.0,5.0,5.0
25Oct2021,13:38:07,4.0,5.0,5.0
25Oct2021,13:38:08,4.0,4.0,5.0
25Oct2021,13:38:09,4.0,4.0,5.0
25Oct2021,13:38:10,4.0,4.0,4.0
25Oct2021,13:38:11,4.0,4.0,4.0
25Oct2021,13:38:12,4.0,4.0,4.0
25Oct2021,13:38:13,4.0,4.0,4.0
25Oct2021,13:38:14,4.0,4.0,4.0
25Oct2021,13:38:15,3.0,4.0,4.0
25Oct2021,13:38:16,3.0,4.0,4.0
25Oct2021,13:38:17,3.0,3.0,3.0
25Oct2021,13:38:18,3.0,3.0,3.0
25Oct2021,13:38:19,3.0,4.0,4.0
25Oct2021,13:38:20,3.0,4.0,4.0
25Oct2021,13:38:21,5.0,5.0,5.0
25Oct2021,13:38:22,5.0,5.0,5.0
25Oct2021,13:38:23,5.0,5.0,5.0
25Oct2021,13:38:24,5.0,5.0,5.0
25Oct2021,13:38:25,5.0,5.0,5.0
25Oct2021,13:38:26,5.0,5.0,5.0
25Oct2021,13:38:27,5.0,5.0,5.0
25Oct2021,13:38:28,5.0,5.0,5.0
25Oct2021,13:38:29,5.0,5.0,5.0
25Oct2021,13:38:30,5.0,5.0,5.0
25Oct2021,13:38:31,5.0,5.0,5.0
25Oct2021,13:38:32,5.0,5.0,5.0
25Oct2021,13:38:33,5.0,5.0,5.0
25Oct2021,13:38:34,5.0,5.0,5.0
25Oct2021,13:38:35,5.0,5.0,5.0
25Oct2021,13:38:36,6.0,6.0,6.0
25Oct2021,13:38:37,6.0,6.0,6.0
25Oct2021,13:38:38,6.0,6.0,6.0
25Oct2021,13:38:39,6.0,6.0,6.0
25Oct2021,13:38:40,5.0,6.0,6.0
25Oct2021,13:38:41,5.0,5.0,5.0
25Oct2021,13:38:42,5.0,5.0,5.0
25Oct2021,13:38:43,5.0,5.0,5.0
25Oct2021,13:38:44,5.0,5.0,5.0
25Oct2021,13:38:45,4.0,4.0,4.0
25Oct2021,13:38:46,4.0,4.0,4.0
25Oct2021,13:38:47,4.0,4.0,4.0
25Oct2021,13:38:48,4.0,4.0,4.0
25Oct2021,13:38:49,5.0,5.0,5.0
25Oct2021,13:38:50,5.0,6.0,6.0
25Oct2021,13:38:51,4.0,5.0,5.0
25Oct2021,13:38:52,4.0,5.0,5.0
25Oct2021,13:38:53,4.0,5.0,5.0
25Oct2021,13:38:54,4.0,4.0,5.0
25Oct2021,13:38:55,4.0,4.0,5.0
25Oct2021,13:38:56,4.0,4.0,5.0
25Oct2021,13:38:57,5.0,5.0,7.0
25Oct2021,13:38:58,5.0,5.0,7.0
25Oct2021,13:38:59,5.0,5.0,7.0
25Oct2021,13:39:00,4.0,4.0,6.0
25Oct2021,13:39:01,4.0,5.0,6.0
25Oct2021,13:39:02,4.0,5.0,6.0
25Oct2021,13:39:03,4.0,5.0,6.0
25Oct2021,13:39:04,5.0,6.0,8.0
25Oct2021,13:39:05,5.0,6.0,8.0
25Oct2021,13:39:06,5.0,6.0,8.0
25Oct2021,13:39:07,5.0,6.0,8.0
25Oct2021,13:39:08,5.0,6.0,7.0
25Oct2021,13:39:09,5.0,6.0,7.0
25Oct2021,13:39:10,5.0,5.0,7.0
25Oct2021,13:39:11,5.0,5.0,6.0
25Oct2021,13:39:12,5.0,5.0,6.0
25Oct2021,13:39:13,5.0,6.0,6.0
25Oct2021,13:39:14,5.0,6.0,6.0
25Oct2021,13:39:15,5.0,5.0,6.0
25Oct2021,13:39:16,5.0,5.0,6.0
25Oct2021,13:39:17,5.0,5.0,6.0
25Oct2021,13:39:18,5.0,5.0,6.0
25Oct2021,13:39:19,5.0,5.0,6.0
25Oct2021,13:39:20,5.0,6.0,6.0
25Oct2021,13:39:21,6.0,7.0,7.0
25Oct2021,13:39:22,4.0,5.0,6.0
25Oct2021,13:39:23,4.0,5.0,6.0
25Oct2021,13:39:24,3.0,4.0,4.0
25Oct2021,13:39:25,3.0,4.0,4.0
25Oct2021,13:39:26,4.0,4.0,5.0
25Oct2021,13:39:27,5.0,6.0,6.0
25Oct2021,13:39:28,5.0,6.0,6.0
25Oct2021,13:39:29,5.0,6.0,7.0
25Oct2021,13:39:30,5.0,6.0,7.0
25Oct2021,13:39:31,5.0,6.0,7.0
25Oct2021,13:39:32,5.0,6.0,7.0
25Oct2021,13:39:33,6.0,6.0,6.0
25Oct2021,13:39:34,6.0,6.0,6.0
25Oct2021,13:39:35,6.0,6.0,6.0
25Oct2021,13:39:36,6.0,6.0,6.0
25Oct2021,13:39:37,6.0,6.0,6.0
25Oct2021,13:39:38,5.0,6.0,6.0
25Oct2021,13:39:39,5.0,6.0,6.0
25Oct2021,13:39:40,6.0,6.0,7.0
25Oct2021,13:39:41,6.0,6.0,7.0
25Oct2021,13:39:42,6.0,6.0,7.0
25Oct2021,13:39:43,5.0,6.0,7.0
25Oct2021,13:39:44,5.0,6.0,7.0
25Oct2021,13:39:45,5.0,5.0,6.0
25Oct2021,13:39:46,5.0,5.0,6.0
25Oct2021,13:39:47,5.0,5.0,6.0
25Oct2021,13:39:48,5.0,5.0,6.0
25Oct2021,13:39:49,5.0,5.0,6.0
25Oct2021,13:39:50,4.0,5.0,6.0
25Oct2021,13:39:51,4.0,5.0,6.0
25Oct2021,13:39:52,4.0,5.0,6.0
25Oct2021,13:39:53,4.0,5.0,6.0
25Oct2021,13:39:54,5.0,5.0,6.0
25Oct2021,13:39:55,5.0,5.0,6.0
25Oct2021,13:39:56,5.0,5.0,6.0
25Oct2021,13:39:57,4.0,5.0,6.0
25Oct2021,13:39:58,4.0,5.0,6.0
25Oct2021,13:39:59,4.0,5.0,5.0
25Oct2021,13:40:00,3.0,4.0,4.0
25Oct2021,13:40:01,3.0,4.0,4.0
25Oct2021,13:40:02,4.0,5.0,5.0
25Oct2021,13:40:03,4.0,5.0,5.0
25Oct2021,13:40:04,4.0,5.0,5.0
25Oct2021,13:40:05,4.0,5.0,5.0
25Oct2021,13:40:06,3.0,4.0,4.0
25Oct2021,13:40:07,3.0,4.0,4.0
25Oct2021,13:40:08,3.0,4.0,4.0
25Oct2021,13:40:09,4.0,5.0,5.0
25Oct2021,13:40:10,4.0,5.0,5.0
25Oct2021,13:40:11,4.0,5.0,5.0
25Oct2021,13:40:12,3.0,4.0,4.0
25Oct2021,13:40:13,3.0,4.0,4.0
25Oct2021,13:40:14,3.0,4.0,4.0
25Oct2021,13:40:15,4.0,4.0,4.0
25Oct2021,13:40:16,4.0,4.0,4.0
25Oct2021,13:40:17,4.0,4.0,4.0
25Oct2021,13:40:18,4.0,5.0,5.0
25Oct2021,13:40:19,4.0,5.0,5.0
25Oct2021,13:40:20,4.0,5.0,5.0
25Oct2021,13:40:21,4.0,5.0,5.0
25Oct2021,13:40:22,5.0,5.0,5.0
25Oct2021,13:40:23,5.0,5.0,5.0
25Oct2021,13:40:24,5.0,5.0,5.0
25Oct2021,13:40:25,5.0,5.0,5.0
25Oct2021,13:40:26,5.0,5.0,5.0
25Oct2021,13:40:27,5.0,5.0,6.0
25Oct2021,13:40:28,5.0,5.0,6.0
25Oct2021,13:40:29,4.0,4.0,5.0
25Oct2021,13:40:30,4.0,4.0,5.0
25Oct2021,13:40:31,4.0,5.0,5.0
25Oct2021,13:40:32,4.0,4.0,5.0
25Oct2021,13:40:33,4.0,4.0,5.0
25Oct2021,13:40:34,4.0,4.0,5.0
25Oct2021,13:40:35,4.0,4.0,5.0
25Oct2021,13:40:36,4.0,4.0,5.0
25Oct2021,13:40:37,4.0,4.0,5.0
25Oct2021,13:40:38,4.0,4.0,6.0
25Oct2021,13:40:39,5.0,5.0,6.0
25Oct2021,13:40:40,5.0,5.0,6.0
25Oct2021,13:40:41,5.0,5.0,6.0
25Oct2021,13:40:42,4.0,4.0,5.0
25Oct2021,13:40:43,4.0,4.0,5.0
25Oct2021,13:40:44,4.0,4.0,5.0
25Oct2021,13:40:45,5.0,6.0,6.0
25Oct2021,13:40:46,5.0,6.0,7.0
25Oct2021,13:40:47,4.0,5.0,6.0
25Oct2021,13:40:48,4.0,5.0,6.0
25Oct2021,13:40:49,4.0,5.0,6.0
25Oct2021,13:40:50,4.0,5.0,6.0
25Oct2021,13:40:51,5.0,6.0,7.0
25Oct2021,13:40:52,5.0,7.0,7.0
25Oct2021,13:40:53,6.0,7.0,7.0
25Oct2021,13:40:54,6.0,7.0,7.0
25Oct2021,13:40:55,5.0,7.0,7.0
25Oct2021,13:40:56,5.0,7.0,7.0
25Oct2021,13:40:57,5.0,7.0,7.0
25Oct2021,13:40:58,5.0,7.0,7.0
25Oct2021,13:40:59,5.0,7.0,7.0
25Oct2021,13:41:00,5.0,7.0,7.0
25Oct2021,13:41:01,5.0,7.0,7.0
25Oct2021,13:41:02,5.0,6.0,7.0
25Oct2021,13:41:03,5.0,6.0,7.0
25Oct2021,13:41:04,5.0,6.0,6.0
25Oct2021,13:41:05,5.0,6.0,6.0
25Oct2021,13:41:06,5.0,5.0,6.0
25Oct2021,13:41:07,5.0,5.0,6.0
25Oct2021,13:41:08,5.0,5.0,6.0
25Oct2021,13:41:09,5.0,5.0,6.0
25Oct2021,13:41:10,4.0,4.0,5.0
25Oct2021,13:41:11,4.0,4.0,5.0
25Oct2021,13:41:12,4.0,4.0,5.0
25Oct2021,13:41:13,4.0,4.0,5.0
25Oct2021,13:41:14,4.0,4.0,5.0
25Oct2021,13:41:15,5.0,5.0,6.0
25Oct2021,13:41:16,5.0,5.0,6.0
25Oct2021,13:41:17,5.0,5.0,6.0
25Oct2021,13:41:18,5.0,5.0,5.0
25Oct2021,13:41:19,5.0,5.0,5.0
25Oct2021,13:41:20,5.0,6.0,6.0
25Oct2021,13:41:21,4.0,5.0,5.0
25Oct2021,13:41:22,4.0,4.0,5.0
25Oct2021,13:41:23,4.0,5.0,5.0
25Oct2021,13:41:24,4.0,5.0,5.0
25Oct2021,13:41:25,4.0,5.0,5.0
25Oct2021,13:41:26,4.0,5.0,5.0
25Oct2021,13:41:27,4.0,5.0,5.0
25Oct2021,13:41:28,4.0,5.0,5.0
25Oct2021,13:41:29,4.0,4.0,4.0
25Oct2021,13:41:30,4.0,4.0,4.0
25Oct2021,13:41:31,4.0,4.0,4.0
25Oct2021,13:41:32,5.0,5.0,5.0
25Oct2021,13:41:33,5.0,5.0,5.0
25Oct2021,13:41:34,5.0,6.0,6.0
25Oct2021,13:41:35,5.0,6.0,6.0
25Oct2021,13:41:36,5.0,6.0,6.0
25Oct2021,13:41:37,5.0,6.0,6.0
25Oct2021,13:41:38,5.0,6.0,6.0
25Oct2021,13:41:39,5.0,6.0,7.0
25Oct2021,13:41:40,5.0,6.0,6.0
25Oct2021,13:41:41,5.0,6.0,6.0
25Oct2021,13:41:42,5.0,6.0,6.0
25Oct2021,13:41:43,5.0,6.0,6.0
25Oct2021,13:41:44,4.0,6.0,6.0
25Oct2021,13:41:45,4.0,6.0,6.0
25Oct2021,13:41:46,4.0,6.0,7.0
25Oct2021,13:41:47,4.0,6.0,7.0
25Oct2021,13:41:48,5.0,7.0,7.0
25Oct2021,13:41:49,5.0,7.0,7.0
25Oct2021,13:41:50,5.0,7.0,7.0
25Oct2021,13:41:51,5.0,6.0,6.0
25Oct2021,13:41:52,5.0,6.0,6.0
25Oct2021,13:41:53,5.0,6.0,6.0
25Oct2021,13:41:54,5.0,6.0,6.0
25Oct2021,13:41:55,5.0,6.0,6.0
25Oct2021,13:41:56,5.0,6.0,6.0
25Oct2021,13:41:57,4.0,5.0,5.0
25Oct2021,13:41:58,5.0,6.0,6.0
25Oct2021,13:41:59,5.0,6.0,6.0
25Oct2021,13:42:00,5.0,6.0,6.0
25Oct2021,13:42:01,5.0,6.0,6.0
25Oct2021,13:42:02,5.0,6.0,6.0
25Oct2021,13:42:03,5.0,6.0,6.0
25Oct2021,13:42:04,5.0,5.0,5.0
25Oct2021,13:42:05,5.0,5.0,5.0
25Oct2021,13:42:06,5.0,5.0,5.0
25Oct2021,13:42:07,5.0,5.0,5.0
25Oct2021,13:42:08,5.0,5.0,5.0
25Oct2021,13:42:09,5.0,6.0,6.0
25Oct2021,13:42:10,5.0,5.0,5.0
25Oct2021,13:42:11,5.0,5.0,5.0
25Oct2021,13:42:12,5.0,5.0,5.0
25Oct2021,13:42:13,5.0,6.0,6.0
25Oct2021,13:42:14,5.0,6.0,6.0
25Oct2021,13:42:15,5.0,6.0,6.0
25Oct2021,13:42:16,5.0,6.0,7.0
25Oct2021,13:42:17,5.0,6.0,7.0
25Oct2021,13:42:18,5.0,6.0,7.0
25Oct2021,13:42:19,5.0,6.0,7.0
25Oct2021,13:42:20,5.0,7.0,7.0
25Oct2021,13:42:21,6.0,7.0,7.0
25Oct2021,13:42:22,6.0,7.0,7.0
25Oct2021,13:42:23,5.0,7.0,7.0
25Oct2021,13:42:24,5.0,7.0,7.0
25Oct2021,13:42:25,6.0,7.0,8.0
25Oct2021,13:42:26,6.0,7.0,8.0
25Oct2021,13:42:27,6.0,7.0,8.0
25Oct2021,13:42:28,6.0,7.0,8.0
25Oct2021,13:42:29,6.0,7.0,8.0
25Oct2021,13:42:30,6.0,7.0,8.0
25Oct2021,13:42:31,6.0,7.0,8.0
25Oct2021,13:42:32,6.0,7.0,8.0
25Oct2021,13:42:33,6.0,7.0,8.0
25Oct2021,13:42:34,5.0,6.0,7.0
25Oct2021,13:42:35,5.0,5.0,6.0
25Oct2021,13:42:36,5.0,5.0,6.0
