Datum,Zeit,PM10,PM25,PM100
04Nov2021,19:48:43,20.0,24.0,25.0
04Nov2021,19:48:44,20.0,24.0,25.0
04Nov2021,19:48:45,20.0,24.0,25.0
04Nov2021,19:48:46,20.0,24.0,25.0
04Nov2021,19:48:47,20.0,24.0,25.0
04Nov2021,19:48:48,19.0,24.0,25.0
04Nov2021,19:48:49,19.0,24.0,25.0
04Nov2021,19:48:50,19.0,23.0,24.0
04Nov2021,19:48:51,19.0,23.0,24.0
04Nov2021,19:48:52,19.0,23.0,24.0
04Nov2021,19:48:53,20.0,24.0,24.0
04Nov2021,19:48:54,20.0,24.0,24.0
04Nov2021,19:48:55,20.0,24.0,24.0
04Nov2021,19:48:56,20.0,24.0,24.0
04Nov2021,19:48:57,20.0,24.0,24.0
04Nov2021,19:48:58,20.0,24.0,24.0
04Nov2021,19:48:59,20.0,25.0,25.0
04Nov2021,19:49:00,20.0,25.0,25.0
04Nov2021,19:49:01,20.0,25.0,27.0
04Nov2021,19:49:02,20.0,25.0,27.0
04Nov2021,19:49:03,20.0,25.0,27.0
04Nov2021,19:49:04,20.0,25.0,27.0
04Nov2021,19:49:05,20.0,25.0,27.0
04Nov2021,19:49:06,20.0,25.0,27.0
04Nov2021,19:49:07,20.0,25.0,27.0
04Nov2021,19:49:08,20.0,26.0,28.0
04Nov2021,19:49:09,20.0,26.0,28.0
04Nov2021,19:49:10,20.0,26.0,28.0
04Nov2021,19:49:11,20.0,26.0,28.0
04Nov2021,19:49:12,20.0,26.0,28.0
04Nov2021,19:49:13,20.0,25.0,27.0
04Nov2021,19:49:14,20.0,25.0,27.0
04Nov2021,19:49:15,20.0,25.0,27.0
04Nov2021,19:49:16,20.0,25.0,27.0
04Nov2021,19:49:17,19.0,24.0,27.0
04Nov2021,19:49:18,19.0,24.0,24.0
04Nov2021,19:49:19,19.0,24.0,24.0
04Nov2021,19:49:20,20.0,25.0,26.0
04Nov2021,19:49:21,20.0,25.0,26.0
04Nov2021,19:49:22,20.0,26.0,27.0
04Nov2021,19:49:23,20.0,26.0,26.0
04Nov2021,19:49:24,20.0,26.0,26.0
04Nov2021,19:49:25,20.0,25.0,26.0
04Nov2021,19:49:26,20.0,25.0,26.0
04Nov2021,19:49:27,20.0,25.0,25.0
04Nov2021,19:49:28,20.0,25.0,25.0
04Nov2021,19:49:29,20.0,25.0,25.0
04Nov2021,19:49:30,20.0,25.0,25.0
04Nov2021,19:49:31,20.0,25.0,27.0
04Nov2021,19:49:32,19.0,25.0,28.0
04Nov2021,19:49:33,19.0,25.0,28.0
04Nov2021,19:49:34,19.0,24.0,28.0
04Nov2021,19:49:35,19.0,24.0,28.0
04Nov2021,19:49:36,20.0,26.0,30.0
04Nov2021,19:49:37,20.0,26.0,30.0
04Nov2021,19:49:38,20.0,25.0,29.0
04Nov2021,19:49:39,19.0,24.0,28.0
04Nov2021,19:49:40,19.0,24.0,28.0
04Nov2021,19:49:41,20.0,24.0,27.0
04Nov2021,19:49:42,20.0,24.0,27.0
04Nov2021,19:49:43,20.0,24.0,28.0
04Nov2021,19:49:44,20.0,24.0,28.0
04Nov2021,19:49:45,20.0,24.0,28.0
04Nov2021,19:49:46,20.0,24.0,28.0
04Nov2021,19:49:47,20.0,25.0,29.0
04Nov2021,19:49:48,20.0,25.0,27.0
04Nov2021,19:49:49,20.0,24.0,25.0
04Nov2021,19:49:50,19.0,25.0,26.0
04Nov2021,19:49:51,19.0,23.0,24.0
04Nov2021,19:49:52,19.0,24.0,25.0
04Nov2021,19:49:53,19.0,25.0,27.0
04Nov2021,19:49:54,19.0,25.0,27.0
04Nov2021,19:49:55,19.0,25.0,27.0
04Nov2021,19:49:56,19.0,25.0,27.0
04Nov2021,19:49:57,19.0,24.0,26.0
04Nov2021,19:49:58,19.0,25.0,26.0
04Nov2021,19:49:59,19.0,24.0,25.0
04Nov2021,19:50:00,19.0,24.0,25.0
04Nov2021,19:50:01,19.0,24.0,26.0
04Nov2021,19:50:02,19.0,24.0,26.0
04Nov2021,19:50:03,20.0,25.0,26.0
04Nov2021,19:50:04,20.0,25.0,26.0
04Nov2021,19:50:05,19.0,25.0,25.0
04Nov2021,19:50:06,19.0,24.0,24.0
04Nov2021,19:50:07,19.0,24.0,24.0
04Nov2021,19:50:08,18.0,23.0,23.0
04Nov2021,19:50:09,18.0,23.0,23.0
04Nov2021,19:50:10,18.0,23.0,23.0
04Nov2021,19:50:11,18.0,23.0,23.0
04Nov2021,19:50:12,18.0,24.0,24.0
04Nov2021,19:50:13,19.0,24.0,24.0
04Nov2021,19:50:14,19.0,24.0,24.0
04Nov2021,19:50:15,18.0,24.0,24.0
04Nov2021,19:50:16,18.0,24.0,24.0
04Nov2021,19:50:17,18.0,22.0,22.0
04Nov2021,19:50:18,18.0,22.0,22.0
04Nov2021,19:50:19,18.0,23.0,23.0
04Nov2021,19:50:20,17.0,22.0,22.0
04Nov2021,19:50:21,17.0,22.0,22.0
04Nov2021,19:50:22,18.0,22.0,22.0
04Nov2021,19:50:23,18.0,23.0,23.0
04Nov2021,19:50:24,18.0,23.0,23.0
04Nov2021,19:50:25,18.0,23.0,23.0
04Nov2021,19:50:26,18.0,24.0,25.0
04Nov2021,19:50:27,19.0,25.0,25.0
04Nov2021,19:50:28,19.0,25.0,25.0
04Nov2021,19:50:29,18.0,24.0,25.0
04Nov2021,19:50:30,18.0,24.0,25.0
04Nov2021,19:50:31,18.0,24.0,24.0
04Nov2021,19:50:32,18.0,24.0,24.0
04Nov2021,19:50:33,19.0,24.0,25.0
04Nov2021,19:50:34,20.0,26.0,27.0
04Nov2021,19:50:35,20.0,26.0,27.0
04Nov2021,19:50:36,20.0,27.0,27.0
04Nov2021,19:50:37,20.0,27.0,27.0
04Nov2021,19:50:38,19.0,26.0,26.0
04Nov2021,19:50:39,19.0,26.0,26.0
04Nov2021,19:50:40,19.0,26.0,26.0
04Nov2021,19:50:41,19.0,26.0,26.0
04Nov2021,19:50:42,20.0,26.0,27.0
04Nov2021,19:50:43,20.0,25.0,25.0
04Nov2021,19:50:44,19.0,24.0,24.0
04Nov2021,19:50:45,19.0,24.0,24.0
04Nov2021,19:50:46,19.0,24.0,24.0
04Nov2021,19:50:47,19.0,25.0,25.0
04Nov2021,19:50:48,19.0,25.0,25.0
04Nov2021,19:50:49,19.0,24.0,24.0
04Nov2021,19:50:50,18.0,24.0,25.0
04Nov2021,19:50:51,18.0,24.0,25.0
04Nov2021,19:50:52,18.0,23.0,24.0
04Nov2021,19:50:53,19.0,24.0,26.0
04Nov2021,19:50:54,19.0,24.0,26.0
04Nov2021,19:50:55,19.0,24.0,26.0
04Nov2021,19:50:56,20.0,25.0,27.0
04Nov2021,19:50:57,19.0,24.0,27.0
04Nov2021,19:50:58,19.0,24.0,27.0
04Nov2021,19:50:59,19.0,23.0,26.0
04Nov2021,19:51:00,19.0,23.0,26.0
04Nov2021,19:51:01,18.0,23.0,26.0
04Nov2021,19:51:02,18.0,23.0,26.0
04Nov2021,19:51:03,19.0,22.0,25.0
04Nov2021,19:51:04,19.0,22.0,25.0
04Nov2021,19:51:05,19.0,22.0,25.0
04Nov2021,19:51:06,19.0,22.0,25.0
04Nov2021,19:51:07,19.0,22.0,25.0
04Nov2021,19:51:08,20.0,23.0,25.0
