Datum,Zeit,PM10,PM25,PM100
07Nov2021,18:48:33,0.0,0.0,0.0
07Nov2021,18:48:34,0.0,0.0,0.0
07Nov2021,18:48:35,0.0,0.0,0.0
07Nov2021,18:48:36,0.0,0.0,0.0
07Nov2021,18:48:37,0.0,0.0,1.0
07Nov2021,18:48:38,0.0,0.0,1.0
07Nov2021,18:48:39,0.0,0.0,0.0
07Nov2021,18:48:40,0.0,0.0,0.0
07Nov2021,18:48:41,0.0,0.0,0.0
07Nov2021,18:48:42,0.0,0.0,0.0
07Nov2021,18:48:43,0.0,0.0,0.0
07Nov2021,18:48:44,0.0,0.0,0.0
07Nov2021,18:48:45,0.0,0.0,0.0
07Nov2021,18:48:46,0.0,0.0,0.0
07Nov2021,18:48:47,0.0,0.0,0.0
07Nov2021,18:48:48,0.0,0.0,0.0
07Nov2021,18:48:49,0.0,0.0,0.0
07Nov2021,18:48:50,0.0,0.0,0.0
07Nov2021,18:48:51,0.0,0.0,0.0
07Nov2021,18:48:52,0.0,0.0,0.0
07Nov2021,18:48:53,0.0,0.0,0.0
07Nov2021,18:48:54,0.0,0.0,0.0
07Nov2021,18:48:55,0.0,0.0,0.0
07Nov2021,18:48:56,0.0,0.0,0.0
07Nov2021,18:48:57,0.0,0.0,0.0
07Nov2021,18:48:58,0.0,0.0,0.0
07Nov2021,18:48:59,0.0,0.0,0.0
07Nov2021,18:49:00,0.0,0.0,0.0
07Nov2021,18:49:01,0.0,0.0,0.0
07Nov2021,18:49:02,0.0,0.0,0.0
07Nov2021,18:49:03,0.0,0.0,0.0
07Nov2021,18:49:04,0.0,0.0,0.0
07Nov2021,18:49:05,0.0,0.0,0.0
07Nov2021,18:49:06,0.0,0.0,0.0
07Nov2021,18:49:07,0.0,0.0,0.0
07Nov2021,18:49:08,0.0,0.0,0.0
07Nov2021,18:49:09,0.0,0.0,0.0
07Nov2021,18:49:10,0.0,0.0,0.0
07Nov2021,18:49:11,0.0,0.0,0.0
07Nov2021,18:49:12,0.0,0.0,0.0
07Nov2021,18:49:13,0.0,0.0,0.0
07Nov2021,18:49:14,0.0,0.0,0.0
07Nov2021,18:49:15,0.0,0.0,0.0
07Nov2021,18:49:16,0.0,0.0,0.0
07Nov2021,18:49:17,0.0,0.0,0.0
07Nov2021,18:49:18,0.0,0.0,0.0
07Nov2021,18:49:19,0.0,0.0,0.0
07Nov2021,18:49:20,0.0,0.0,0.0
07Nov2021,18:49:21,0.0,0.0,0.0
07Nov2021,18:49:22,0.0,0.0,0.0
07Nov2021,18:49:23,0.0,0.0,0.0
07Nov2021,18:49:24,0.0,0.0,0.0
07Nov2021,18:49:25,0.0,0.0,0.0
07Nov2021,18:49:26,0.0,0.0,0.0
07Nov2021,18:49:27,0.0,0.0,0.0
07Nov2021,18:49:28,0.0,0.0,0.0
07Nov2021,18:49:29,0.0,0.0,0.0
07Nov2021,18:49:30,0.0,0.0,0.0
