Datum,Zeit,PM10,PM25,PM100
23Oct2021,22:43:18,9.0,12.0,13.0
23Oct2021,22:43:19,8.0,10.0,12.0
23Oct2021,22:43:20,8.0,10.0,11.0
23Oct2021,22:43:21,8.0,10.0,11.0
23Oct2021,22:43:22,8.0,11.0,11.0
23Oct2021,22:43:23,8.0,11.0,11.0
23Oct2021,22:43:24,8.0,10.0,11.0
23Oct2021,22:43:25,9.0,11.0,12.0
23Oct2021,22:43:26,10.0,11.0,12.0
23Oct2021,22:43:27,10.0,11.0,11.0
23Oct2021,22:43:28,10.0,11.0,11.0
23Oct2021,22:43:29,10.0,11.0,11.0
23Oct2021,22:43:30,10.0,11.0,11.0
23Oct2021,22:43:31,10.0,12.0,12.0
23Oct2021,22:43:32,10.0,12.0,12.0
23Oct2021,22:43:33,10.0,12.0,12.0
23Oct2021,22:43:34,11.0,12.0,12.0
23Oct2021,22:43:35,11.0,12.0,12.0
23Oct2021,22:43:36,10.0,11.0,11.0
23Oct2021,22:43:37,10.0,11.0,11.0
23Oct2021,22:43:38,10.0,12.0,13.0
23Oct2021,22:43:39,10.0,12.0,13.0
23Oct2021,22:43:40,10.0,11.0,12.0
23Oct2021,22:43:41,10.0,11.0,12.0
23Oct2021,22:43:42,10.0,11.0,12.0
23Oct2021,22:43:43,9.0,11.0,12.0
23Oct2021,22:43:44,9.0,11.0,12.0
23Oct2021,22:43:45,9.0,12.0,13.0
23Oct2021,22:43:46,9.0,12.0,13.0
23Oct2021,22:43:47,10.0,12.0,13.0
23Oct2021,22:43:48,9.0,12.0,13.0
23Oct2021,22:43:49,9.0,12.0,13.0
23Oct2021,22:43:50,9.0,12.0,13.0
23Oct2021,22:43:51,9.0,12.0,13.0
23Oct2021,22:43:52,9.0,12.0,14.0
23Oct2021,22:43:53,9.0,12.0,14.0
23Oct2021,22:43:54,9.0,11.0,13.0
23Oct2021,22:43:55,10.0,12.0,13.0
23Oct2021,22:43:56,10.0,12.0,13.0
23Oct2021,22:43:57,10.0,12.0,14.0
23Oct2021,22:43:58,9.0,12.0,14.0
23Oct2021,22:43:59,9.0,12.0,14.0
23Oct2021,22:44:00,9.0,12.0,14.0
23Oct2021,22:44:01,8.0,11.0,13.0
23Oct2021,22:44:02,8.0,11.0,13.0
23Oct2021,22:44:03,9.0,12.0,13.0
23Oct2021,22:44:04,9.0,12.0,13.0
23Oct2021,22:44:05,9.0,12.0,13.0
23Oct2021,22:44:06,10.0,12.0,13.0
23Oct2021,22:44:07,10.0,12.0,13.0
23Oct2021,22:44:08,10.0,12.0,13.0
23Oct2021,22:44:09,10.0,12.0,13.0
23Oct2021,22:44:10,8.0,11.0,11.0
23Oct2021,22:44:11,8.0,11.0,11.0
23Oct2021,22:44:12,9.0,12.0,12.0
23Oct2021,22:44:13,9.0,12.0,12.0
23Oct2021,22:44:14,9.0,12.0,12.0
23Oct2021,22:44:15,8.0,11.0,11.0
23Oct2021,22:44:16,8.0,11.0,11.0
23Oct2021,22:44:17,8.0,11.0,11.0
23Oct2021,22:44:18,9.0,12.0,12.0
23Oct2021,22:44:19,9.0,12.0,12.0
23Oct2021,22:44:20,9.0,11.0,11.0
23Oct2021,22:44:21,8.0,10.0,10.0
23Oct2021,22:44:22,8.0,10.0,10.0
23Oct2021,22:44:23,8.0,10.0,10.0
23Oct2021,22:44:24,7.0,10.0,10.0
23Oct2021,22:44:25,7.0,10.0,10.0
23Oct2021,22:44:26,7.0,10.0,10.0
23Oct2021,22:44:27,8.0,10.0,10.0
23Oct2021,22:44:28,8.0,11.0,11.0
23Oct2021,22:44:29,8.0,11.0,11.0
23Oct2021,22:44:30,8.0,11.0,11.0
23Oct2021,22:44:31,8.0,10.0,10.0
23Oct2021,22:44:32,8.0,9.0,9.0
23Oct2021,22:44:33,7.0,8.0,8.0
23Oct2021,22:44:34,7.0,8.0,8.0
23Oct2021,22:44:35,7.0,8.0,8.0
23Oct2021,22:44:36,8.0,10.0,10.0
23Oct2021,22:44:37,8.0,10.0,10.0
23Oct2021,22:44:38,8.0,10.0,10.0
23Oct2021,22:44:39,8.0,9.0,9.0
23Oct2021,22:44:40,8.0,9.0,9.0
23Oct2021,22:44:41,8.0,10.0,10.0
23Oct2021,22:44:42,7.0,9.0,9.0
23Oct2021,22:44:43,8.0,9.0,9.0
23Oct2021,22:44:44,8.0,9.0,9.0
23Oct2021,22:44:45,8.0,9.0,9.0
23Oct2021,22:44:46,7.0,9.0,9.0
23Oct2021,22:44:47,7.0,9.0,9.0
23Oct2021,22:44:48,7.0,9.0,10.0
23Oct2021,22:44:49,7.0,9.0,10.0
23Oct2021,22:44:50,7.0,9.0,10.0
